token,headword,tokenRank,headRank,tokenBand,headBand,tokenFreq,headFreq,PoS
trod,tread,17925,4103,18k,05k,174,1126,Verb
symphonies,symphony,17926,4211,18k,05k,174,1070,Noun
spiky,spike,17927,4286,18k,05k,174,1032,Adj
trolleys,trolley,17928,4621,18k,05k,174,878,Noun
overseeing,oversee,17929,4736,18k,05k,174,834,Verb
bogs,bog,17930,4859,18k,05k,174,790,Noun
raving,rave,17931,5006,18k,06k,174,738,Verb
visas,visa,17932,5468,18k,06k,174,610,Noun
phonology,phonology,17933,5472,18k,06k,174,609,Irr
colliding,collide,17934,5527,18k,06k,174,593,Verb
vaccines,vaccine,17935,5687,18k,06k,174,558,Noun
traffickers,trafficked,17936,5842,18k,06k,174,523,Noun
rejoice,rejoice,17937,6047,18k,07k,174,483,Verb
instigated,instigate,17938,6122,18k,07k,174,471,Verb
exponents,exponent,17939,6664,18k,07k,174,394,Noun
menstrual,menstruate,17940,6782,18k,07k,174,378,Adj
caterpillar,caterpillar,17941,6818,18k,07k,174,375,Noun
mediocre,mediocre,17943,7756,18k,08k,174,274,Adj
snug,snug,17944,7829,18k,08k,174,268,Noun
perspiration,perspire,17945,8124,18k,09k,174,244,Noun
recoup,recoup,17946,8164,18k,09k,174,242,Verb
blazer,blazer,17947,8523,18k,09k,174,216,Noun
avalanche,avalanche,17948,8536,18k,09k,174,215,Noun
octopus,octopus,17949,8554,18k,09k,174,214,Noun
prophetic,prophetic,17951,8957,18k,09k,174,189,Adj
plush,plush,17952,9035,18k,10k,174,185,Adj
bandwagon,bandwagon,17953,9082,18k,10k,174,182,Noun
lore,lore,17955,9197,18k,10k,174,176,Noun
carnage,carnage,17956,9236,18k,10k,174,174,Noun
impotence,impotence,17957,9238,18k,10k,174,174,Noun
intifada,intifada,17958,9239,18k,10k,174,174,Noun
puberty,puberty,17959,9241,18k,10k,174,174,Noun
unnaturally,nature,17960,301,18k,01k,173,38034,Adv
eater,eat,17961,766,18k,01k,173,15888,Noun
barring,bar,17962,1021,18k,02k,173,11470,Noun
relocated,locate,17963,1130,18k,02k,173,10264,Verb
banded,band,17964,1196,18k,02k,173,9576,Noun
truthfully,truth,17965,1241,18k,02k,173,9086,Adv
sharpen,sharp,17966,1271,18k,02k,173,8821,Verb
gathers,gather,17967,1510,18k,02k,173,6642,Verb
crim,criminal,17968,1567,18k,02k,173,6301,Noun
leans,lean,17969,1754,18k,02k,173,5406,Verb
uncomplicated,complicate,17970,1927,18k,02k,173,4719,Adj
translates,translate,17971,2029,18k,03k,173,4323,Verb
holiness,holy,17972,2357,18k,03k,173,3295,Noun
magnetism,magnet,17973,2821,18k,03k,173,2371,Noun
gays,gay,17974,2827,18k,03k,173,2361,Adj
complements,complement,17975,2889,18k,03k,173,2263,Verb
blasts,blast,17976,2939,18k,03k,173,2184,Noun
depiction,depict,17977,3342,18k,04k,173,1705,Noun
genres,genre,17978,3641,18k,04k,173,1448,Noun
fairies,fairy,17979,3986,18k,04k,173,1201,Noun
provisionally,provisional,17980,3990,18k,04k,173,1198,Adv
inferiority,inferior,17981,4242,18k,05k,173,1057,Noun
diagnose,diagnose,17982,4294,18k,05k,173,1030,Verb
groomed,groom,17983,4378,18k,05k,173,985,Verb
recklessly,reckless,17984,4585,18k,05k,173,893,Adv
propagated,propagate,17985,5081,18k,06k,173,714,Verb
inventories,inventory,17986,5124,18k,06k,173,703,Noun
lament,lament,17987,5465,18k,06k,173,611,Noun
rouges,rouge,17988,5603,18k,06k,173,579,IrrN
chimpanzee,chimpanzee,17989,5704,18k,06k,173,553,Noun
outlaw,outlaw,17990,5839,18k,06k,173,523,Noun
sagging,sag,17991,6057,18k,07k,173,481,Verb
itching,itch,17992,6310,18k,07k,173,441,Verb
revoked,revoke,17993,6411,18k,07k,173,428,Verb
primate,primate,17994,6705,18k,07k,173,388,Noun
sarcastically,sarcastic,17995,6853,18k,07k,173,371,Adv
crazed,craze,17996,6992,18k,07k,173,354,Verb
sociable,sociable,17997,7466,18k,08k,173,303,Adj
archetypal,archetype,17998,7716,18k,08k,173,278,Adj
stagnation,stagnate,18000,7844,18k,08k,173,267,Noun
radiological,radiology,18001,7886,19k,08k,173,263,Adj
censure,censure,18002,7945,19k,08k,173,258,Noun
pang,pang,18003,8091,19k,09k,173,246,Noun
bequeathed,bequeath,18004,8254,19k,09k,173,237,Verb
banter,banter,18005,8409,19k,09k,173,224,Noun
hinterland,hinterland,18008,8786,19k,09k,173,199,Noun
interminable,interminable,18009,8815,19k,09k,173,197,Adj
sickle,sickle,18011,8965,19k,09k,173,189,Noun
sclerosis,sclerosis,18013,9264,19k,10k,173,173,Noun
unmoved,move,18015,141,19k,01k,172,65658,Adj
mismanagement,manage,18016,160,19k,01k,172,59902,Noun
businesslike,business,18017,285,19k,01k,172,39355,Adj
revaluation,value,18018,336,19k,01k,172,34656,Noun
westerly,west,18019,511,19k,01k,172,24211,Adj
aired,air,18020,586,19k,01k,172,21064,Noun
subunit,unit,18021,654,19k,01k,172,18628,Irr
saver,save,18022,701,19k,01k,172,17440,Noun
hottest,hot,18023,1145,19k,02k,172,10113,Adj
seniority,senior,18024,1288,19k,02k,172,8680,Noun
illustrator,illustrate,18025,1304,19k,02k,172,8442,Noun
appreciative,appreciate,18026,1619,19k,02k,172,6007,Adj
lectured,lecture,18027,1788,19k,02k,172,5251,Noun
disappointments,disappoint,18028,1820,19k,02k,172,5115,Noun
visualise,visual,18029,1832,19k,02k,172,5082,Verb
assigning,assign,18030,2154,19k,03k,172,3861,Verb
refinery,refine,18031,3010,19k,04k,172,2080,Noun
terminating,terminate,18032,3159,19k,04k,172,1882,Verb
splendidly,splendid,18033,3208,19k,04k,172,1831,Adv
minimising,minimise,18034,3467,19k,04k,172,1586,Verb
paraded,parade,18035,3532,19k,04k,172,1530,Noun
boasting,boast,18036,3672,19k,04k,172,1428,Verb
abolitionists,abolition,18037,3709,19k,04k,172,1400,Noun
manoeuvred,manoeuvre,18038,3728,19k,04k,172,1388,Verb
rigs,rig,18039,3983,19k,04k,172,1207,Noun
appetites,appetite,18040,4278,19k,05k,172,1036,Noun
tablespoons,tablespoon,18041,4396,19k,05k,172,976,Noun
ironed,ironed,18042,4806,19k,05k,172,809,Noun
reflexes,reflex,18043,5203,19k,06k,172,680,Noun
cuddle,cuddle,18044,5507,19k,06k,172,599,Noun
waiver,waive,18045,5744,19k,06k,172,544,Noun
sneer,sneer,18046,6014,19k,07k,172,488,Verb
negation,negate,18047,6566,19k,07k,172,407,Noun
acquiescence,acquiesce,18048,6875,19k,07k,172,368,Noun
kennels,kennel,18049,6889,19k,07k,172,367,Noun
arias,aria,18050,7155,19k,08k,172,335,Noun
orchestrated,orchestrate,18051,7233,19k,08k,172,327,Verb
trooper,trooper,18052,7513,19k,08k,172,298,Noun
typified,typify,18053,7582,19k,08k,172,291,Verb
disinterested,disinterested,18054,8178,19k,09k,172,241,Adj
funnel,funnel,18055,8193,19k,09k,172,240,Verb
ineffectual,ineffectual,18056,8631,19k,09k,172,208,Adj
idealistic,idealistic,18058,9102,19k,10k,172,181,Adj
impasse,impasse,18059,9196,19k,10k,172,176,Noun
prescriptive,prescriptive,18060,9230,19k,10k,172,175,Adj
showbiz,showbiz,18061,9275,19k,10k,172,172,Noun
radon,radon,18062,9290,19k,10k,172,172,Noun
informant,inform,18068,233,19k,01k,171,46067,Noun
organizers,organize,18069,284,19k,01k,171,39391,Noun
understandings,understand,18070,350,19k,01k,171,33385,Noun
deepen,deep,18071,551,19k,01k,171,22527,Verb
corporatist,corporate,18072,822,19k,01k,171,14853,Irr
assists,assist,18073,906,19k,01k,171,13132,Verb
wintering,winter,18074,1326,19k,02k,171,8198,Noun
preserves,preserve,18075,1661,19k,02k,171,5827,Verb
undisputed,dispute,18076,1674,19k,02k,171,5734,Adj
phrasing,phrase,18077,1896,19k,02k,171,4790,Noun
inspirational,inspire,18078,1914,19k,02k,171,4752,Adj
mathematicians,mathematics,18079,1922,19k,02k,171,4727,Noun
wednesdays,wednesday,18080,1986,19k,02k,171,4510,Noun
landscaped,landscape,18081,2055,19k,03k,171,4240,Adj
salty,salt,18082,2127,19k,03k,171,3940,Noun
deafness,deaf,18083,2396,19k,03k,171,3179,Noun
differentiating,differentiate,18084,2801,19k,03k,171,2402,Verb
absenteeism,absent,18085,2864,19k,03k,171,2296,Noun
radiating,radiate,18086,2869,19k,03k,171,2287,Verb
overlooks,overlook,18087,3017,19k,04k,171,2073,Verb
tributes,tribute,18088,3149,19k,04k,171,1894,Noun
originates,originate,18089,3228,19k,04k,171,1815,Verb
highlander,highland,18090,3294,19k,04k,171,1756,Noun
stewardship,steward,18091,3407,19k,04k,171,1639,Noun
shyly,shy,18092,3518,19k,04k,171,1544,Adv
dreadfully,dreadful,18093,3529,19k,04k,171,1536,Adv
incoherent,coherent,18094,3694,19k,04k,171,1414,Adj
waxed,wax,18095,4048,19k,05k,171,1159,Verb
voyages,voyage,18096,4434,19k,05k,171,957,Noun
collisions,collision,18097,4798,19k,05k,171,812,Noun
gratifying,gratify,18098,5718,19k,06k,171,550,Verb
shreds,shred,18099,5882,19k,06k,171,516,Noun
shroud,shroud,18100,5895,19k,06k,171,514,Noun
delinquency,delinquent,18101,6125,19k,07k,171,470,Noun
resolute,resolute,18102,6298,19k,07k,171,443,Adj
shrimps,shrimp,18103,6561,19k,07k,171,407,Noun
surpassed,surpass,18104,6647,19k,07k,171,396,Verb
scorched,scorch,18105,6692,19k,07k,171,390,Verb
homology,homology,18106,6695,19k,07k,171,390,Irr
commas,comma,18107,6799,19k,07k,171,377,Noun
leach,leach,18108,6800,19k,07k,171,377,Noun
jolt,jolt,18109,6873,19k,07k,171,368,Noun
impinge,impinge,18110,6935,19k,07k,171,361,Verb
clamour,clamour,18111,7132,19k,08k,171,337,Noun
unnerving,unnerve,18112,7280,19k,08k,171,322,Adj
incredulous,incredulous,18113,7299,19k,08k,171,320,Adj
vultures,vulture,18115,7548,19k,08k,171,295,Noun
tortoise,tortoise,18116,7730,19k,08k,171,277,Noun
mull,mull,18117,7733,19k,08k,171,277,Noun
cubicle,cubicle,18118,8218,19k,09k,171,239,Noun
undercut,undercut,18119,8326,19k,09k,171,231,Verb
lax,lax,18120,8423,19k,09k,171,223,Adj
blurted,blurt,18121,8473,19k,09k,171,219,Verb
inquisitive,inquisitive,18122,8850,19k,09k,171,195,Adj
lurid,lurid,18123,9040,19k,10k,171,185,Adj
wishful,wishful,18124,9224,19k,10k,171,175,Adj
probate,probate,18125,9246,19k,10k,171,174,Noun
shaggy,shaggy,18126,9283,19k,10k,171,172,Adj
outwardly,out,18128,44,19k,01k,170,230247,Adv
unchanging,change,18129,125,19k,01k,170,69961,Adj
naturalistic,nature,18130,301,19k,01k,170,38034,Adj
hopelessness,hope,18131,344,19k,01k,170,33773,Noun
theorist,theory,18132,704,19k,01k,170,17406,Noun
identifiers,identify,18133,706,19k,01k,170,17379,Noun
affords,afford,18134,1690,19k,02k,170,5669,Verb
treasured,treasure,18135,1760,19k,02k,170,5382,Adj
everlasting,lasted,18136,2271,19k,03k,170,3528,Adj
veg,vegetable,18137,2502,19k,03k,170,2935,Noun
cordless,cord,18138,3996,19k,04k,170,1195,Adj
alleys,alley,18139,4130,19k,05k,170,1111,Noun
lash,lash,18140,4326,19k,05k,170,1012,Verb
grooming,groom,18141,4378,19k,05k,170,985,Verb
crumbled,crumble,18142,4404,19k,05k,170,971,Verb
grating,grate,18143,4435,19k,05k,170,956,Verb
balding,bald,18144,4479,19k,05k,170,938,Noun
idiots,idiot,18145,4592,19k,05k,170,889,Noun
cobbles,cobble,18146,5216,19k,06k,170,676,Noun
rumbled,rumble,18147,5284,19k,06k,170,657,Verb
memoir,memoir,18148,5304,19k,06k,170,652,Noun
loathe,loathe,18149,5326,19k,06k,170,647,Verb
fanatical,fanatic,18150,5345,19k,06k,170,643,Adj
gymnasium,gymnasium,18151,5395,19k,06k,170,630,Noun
gums,gum,18152,5407,19k,06k,170,627,Noun
schizophrenic,schizophrenic,18153,5538,19k,06k,170,591,Adj
leash,leash,18154,5583,19k,06k,170,583,Noun
nurture,nurture,18155,5669,19k,06k,170,563,Verb
taunted,taunt,18156,6052,19k,07k,170,482,Verb
refute,refute,18157,6445,19k,07k,170,424,Verb
miscarriage,miscarry,18158,7160,19k,08k,170,334,Noun
whiskers,whisker,18159,7472,19k,08k,170,302,Noun
interlude,interlude,18160,8316,19k,09k,170,232,Noun
quack,quack,18161,8317,19k,09k,170,232,Intj
spores,spore,18162,8747,19k,09k,170,201,Noun
slurry,slurry,18164,9089,19k,10k,170,182,Noun
deliverance,deliverance,18165,9149,19k,10k,170,179,Noun
genteel,genteel,18166,9166,19k,10k,170,178,Adj
dictum,dictum,18167,9226,19k,10k,170,175,Noun
plywood,plywood,18168,9274,19k,10k,170,172,Noun
concentric,concentric,18169,9286,19k,10k,170,172,Adj
casa,casa,18170,9309,19k,10k,170,170,Noun
fictitious,fictitious,18171,9310,19k,10k,170,170,Adj
res,res,18172,9318,19k,10k,170,170,Noun
rewritten,write,18173,170,19k,01k,169,57991,Verb
breaker,break,18174,432,19k,01k,169,28642,Noun
elector,elect,18175,466,19k,01k,169,26426,Noun
unsecured,secure,18176,504,19k,01k,169,24583,Adj
insides,inside,18177,813,19k,01k,169,14991,Noun
reviewers,review,18178,881,19k,01k,169,13594,Noun
speeded,speed,18179,1049,19k,02k,169,11176,Verb
unconventional,convention,18180,1234,19k,02k,169,9194,Adj
camped,camp,18181,1747,19k,02k,169,5440,Noun
resorting,resort,18182,2408,19k,03k,169,3146,Noun
buttoned,button,18183,2466,19k,03k,169,3012,Noun
nonconformists,conform,18184,2561,19k,03k,169,2792,Irr
dips,dip,18185,3175,19k,04k,169,1866,Noun
handsomely,handsome,18186,3273,19k,04k,169,1768,Adv
underlining,underline,18187,3792,19k,04k,169,1332,Verb
sparkled,sparkle,18188,3798,19k,04k,169,1320,Verb
harnessed,harness,18189,4594,19k,05k,169,889,Verb
salons,salon,18190,4691,19k,05k,169,850,Noun
sprinter,sprint,18191,4788,19k,05k,169,815,Noun
perilous,peril,18192,5038,19k,06k,169,726,Adj
donkeys,donkey,18193,5075,19k,06k,169,715,Noun
weld,weld,18194,5154,19k,06k,169,693,Verb
plume,plume,18195,5184,19k,06k,169,685,Noun
tactful,tact,18196,5252,19k,06k,169,665,Adj
capitalise,capitalise,18197,5270,19k,06k,169,660,Verb
yawn,yawn,18198,5319,19k,06k,169,648,Noun
rousing,rouse,18199,5493,19k,06k,169,603,Verb
deflect,deflect,18200,5689,19k,06k,169,558,Verb
catalysts,catalyst,18201,5802,19k,06k,169,532,Noun
abducted,abduct,18202,5937,19k,06k,169,503,Noun
latitudes,latitude,18203,6332,19k,07k,169,438,Noun
searing,sear,18204,6668,19k,07k,169,393,Verb
prodded,prod,18205,6725,19k,07k,169,385,Verb
bales,bale,18206,6734,19k,07k,169,384,Noun
rasped,rasp,18207,6745,19k,07k,169,383,Irr
incongruous,incongruous,18208,6958,19k,07k,169,359,Adj
craze,craze,18209,6992,19k,07k,169,354,Noun
bailiffs,bailiff,18210,7039,19k,08k,169,348,Noun
agility,agile,18211,7294,19k,08k,169,320,Noun
mercenaries,mercenary,18212,7400,19k,08k,169,309,Noun
raspberry,raspberry,18213,7717,19k,08k,169,278,Noun
monolithic,monolith,18214,8122,19k,09k,169,244,Adj
barter,barter,18215,8216,19k,09k,169,239,Verb
mirth,mirth,18216,8370,19k,09k,169,228,Noun
homicide,homicide,18217,8379,19k,09k,169,226,Noun
basilica,basilica,18218,8382,19k,09k,169,226,Noun
engrossed,engross,18219,8464,19k,09k,169,220,Verb
sapphire,sapphire,18220,8633,19k,09k,169,208,Noun
ding,ding,18222,9227,19k,10k,169,175,Noun
lukewarm,lukewarm,18223,9260,19k,10k,169,173,Adj
soggy,soggy,18224,9265,19k,10k,169,173,Adj
morphine,morphine,18225,9336,19k,10k,169,169,Noun
manifold,manifold,18226,9342,19k,10k,169,169,Noun
nicest,nice,18228,845,19k,01k,168,14266,Adj
thickening,thick,18229,1479,19k,02k,168,6872,Verb
unconvincing,convince,18230,1537,19k,02k,168,6434,Adj
rebirth,birth,18231,1573,19k,02k,168,6252,Noun
fundamentals,fundamental,18232,1606,19k,02k,168,6098,Adj
unsuspecting,suspect,18233,1627,19k,02k,168,5980,Adj
absences,absence,18234,1646,19k,02k,168,5887,Noun
swimmer,swim,18235,1790,19k,02k,168,5247,Noun
sweeper,sweep,18236,1962,19k,02k,168,4589,Noun
absorbs,absorb,18237,2056,19k,03k,168,4234,Verb
federalism,federal,18238,2106,19k,03k,168,4022,Noun
permissions,permission,18239,2332,19k,03k,168,3363,Noun
moons,moon,18240,2402,19k,03k,168,3159,Noun
descends,descend,18241,2629,19k,03k,168,2689,Verb
sinners,sin,18242,2697,19k,03k,168,2567,Noun
dockers,dock,18243,2771,19k,03k,168,2451,Noun
complying,comply,18244,2823,19k,03k,168,2363,Verb
boxers,boxed,18245,2941,19k,03k,168,2182,Noun
minimised,minimise,18246,3467,19k,04k,168,1586,Verb
dyes,dye,18247,3865,19k,04k,168,1277,Noun
tagged,tag,18248,3867,19k,04k,168,1276,Noun
saddled,saddle,18249,4033,19k,05k,168,1170,Verb
trodden,tread,18250,4103,19k,05k,168,1126,Adj
clawed,claw,18251,4371,19k,05k,168,988,Verb
overthrown,overthrow,18252,4775,19k,05k,168,820,Verb
impracticable,practicable,18253,4872,19k,05k,168,787,Adj
pedals,pedal,18254,5128,19k,06k,168,702,Noun
revolves,revolve,18255,5226,19k,06k,168,673,Verb
stepmother,stepmother,18256,5295,19k,06k,168,654,Noun
bombarded,bombard,18257,5458,19k,06k,168,612,Verb
succumb,succumb,18258,5822,19k,06k,168,528,Verb
shredded,shred,18259,5882,19k,06k,168,516,Adj
cowboys,cowboy,18260,5967,19k,06k,168,497,Noun
twig,twig,18261,6095,19k,07k,168,476,Noun
streamline,streamline,18262,6169,19k,07k,168,463,Verb
encyclopaedia,encyclopedia,18263,6206,19k,07k,168,457,Noun
cluttered,clutter,18264,6397,19k,07k,168,430,Verb
cubist,cubism,18265,6579,19k,07k,168,406,Noun
espoused,espouse,18268,7193,19k,08k,168,330,Verb
verandah,veranda,18269,7222,19k,08k,168,328,Noun
vexed,vex,18270,7354,19k,08k,168,314,Verb
demarcation,demarcate,18271,7721,19k,08k,168,278,Noun
tyrant,tyrant,18272,7798,19k,08k,168,271,Noun
courtiers,courtier,18273,7955,19k,08k,168,258,Noun
precinct,precinct,18274,7974,19k,08k,168,256,Noun
eucharist,eucharist,18275,8248,19k,09k,168,237,Noun
aperture,aperture,18277,8560,19k,09k,168,213,Noun
prodigious,prodigious,18278,9016,19k,10k,168,186,Adj
antipathy,antipathy,18279,9109,19k,10k,168,181,Adj
makeup,makeup,18280,9349,19k,10k,168,168,Noun
greenery,greenery,18281,9353,19k,10k,168,168,Noun
mans,man,18286,93,19k,01k,167,99863,Noun
unconcerned,concern,18287,345,19k,01k,167,33699,Adj
minder,mind,18288,356,19k,01k,167,33146,Noun
darkest,dark,18289,656,19k,01k,167,18561,Adj
determinedly,determine,18290,661,19k,01k,167,18416,Adv
pressurised,pressure,18291,798,19k,01k,167,15245,Verb
aiding,aid,18292,872,19k,01k,167,13772,Verb
burner,burn,18293,1240,19k,02k,167,9099,Noun
appreciating,appreciate,18294,1619,19k,02k,167,6007,Verb
unsteady,steady,18295,1816,19k,02k,167,5147,Adj
precedes,precede,18296,1903,19k,02k,167,4774,Verb
landscaping,landscape,18297,2055,19k,03k,167,4240,Noun
streamed,stream,18298,2116,19k,03k,167,3974,Noun
stomachs,stomach,18299,2433,19k,03k,167,3089,Noun
subsidized,subsidy,18300,2617,19k,03k,167,2711,Adj
sheltering,shelter,18301,2624,19k,03k,167,2700,Noun
sinful,sin,18302,2697,19k,03k,167,2567,Adj
murmuring,murmur,18303,2731,19k,03k,167,2513,Verb
passively,passive,18304,3247,19k,04k,167,1794,Adv
levies,levy,18305,3498,19k,04k,167,1560,Noun
sorely,sore,18306,3933,19k,04k,167,1235,Adv
glaze,glaze,18307,3976,19k,04k,167,1211,Verb
strove,strive,18308,4271,19k,05k,167,1040,Verb
crusaders,crusade,18309,4318,19k,05k,167,1014,Noun
bulletins,bulletin,18310,4360,19k,05k,167,992,Noun
overtaking,overtake,18311,4527,19k,05k,167,915,Verb
towing,tow,18312,4730,19k,05k,167,837,Verb
feller,felled,18313,4815,19k,05k,167,807,Noun
stoves,stove,18314,4904,19k,05k,167,773,Noun
dub,dub,18315,5123,19k,06k,167,703,Noun
poached,poach,18316,5185,19k,06k,167,685,Verb
underpinned,underpin,18317,5188,19k,06k,167,685,Verb
craters,crater,18318,5870,19k,06k,167,518,Noun
craving,crave,18319,6106,19k,07k,167,473,Noun
ravages,ravage,18320,6252,19k,07k,167,450,Noun
peep,peep,18321,6317,19k,07k,167,440,Noun
headhunters,headhunt,18322,6328,19k,07k,167,439,Noun
slugs,slug,18323,6428,19k,07k,167,426,Noun
tinge,tinge,18324,6524,19k,07k,167,412,Noun
obese,obese,18325,6724,19k,07k,167,385,Adj
juxtaposition,juxtapose,18326,6926,19k,07k,167,362,Noun
flagged,flagging,18327,7104,19k,08k,167,342,Noun
bequest,bequest,18329,7655,19k,08k,167,284,Noun
stealth,stealth,18330,7662,19k,08k,167,283,Noun
discontinuity,discontinuity,18331,8162,19k,09k,167,242,Noun
tornado,tornado,18332,8296,19k,09k,167,233,Noun
hog,hog,18333,8391,19k,09k,167,225,Noun
encased,encase,18334,8590,19k,09k,167,211,Verb
pungent,pungent,18335,8592,19k,09k,167,211,Adj
debilitating,debilitate,18336,8661,19k,09k,167,206,Verb
maximal,maximal,18337,8701,19k,09k,167,204,Adj
docile,docile,18338,8835,19k,09k,167,196,Adj
eyelashes,eyelash,18339,8897,19k,09k,167,192,Noun
oversight,oversight,18340,9095,19k,10k,167,181,Noun
abode,abode,18341,9178,19k,10k,167,177,Noun
sonar,sonar,18343,9300,19k,10k,167,171,Noun
ballistic,ballistic,18344,9366,19k,10k,167,167,Adj
awash,awash,18345,9371,19k,10k,167,167,Adj
astray,astray,18346,9377,19k,10k,167,167,Adv
expectant,expect,18349,291,19k,01k,166,38680,Adj
unlawfully,law,18350,319,19k,01k,166,36127,Adv
financier,finance,18351,437,19k,01k,166,28354,Noun
colourless,colour,18352,562,19k,01k,166,22213,Adj
accessing,access,18353,866,19k,01k,166,13895,Verb
communicators,communicate,18354,904,19k,01k,166,13135,Noun
conducts,conduct,18355,1161,19k,02k,166,9929,Verb
thursdays,thursday,18356,2150,19k,03k,166,3866,Noun
digger,dig,18357,2240,19k,03k,166,3623,Noun
liberate,liberate,18358,2644,19k,03k,166,2660,Verb
carvings,carve,18359,2709,19k,03k,166,2545,Noun
geologist,geology,18360,2954,19k,03k,166,2160,Noun
lacy,lace,18361,3098,19k,04k,166,1967,Noun
thrills,thrill,18362,3138,19k,04k,166,1907,Verb
overlaps,overlap,18363,3292,19k,04k,166,1757,Noun
soloist,solo,18364,3322,19k,04k,166,1734,Noun
dispersion,disperse,18365,3510,19k,04k,166,1549,Noun
distracting,distract,18366,3521,19k,04k,166,1541,Verb
graze,graze,18367,3893,19k,04k,166,1261,Verb
revolting,revolt,18368,4135,19k,05k,166,1110,Verb
laundering,laundry,18369,4408,19k,05k,166,970,Noun
botanic,botany,18370,4502,19k,05k,166,925,Noun
overtook,overtake,18371,4527,19k,05k,166,915,Verb
liquidator,liquidate,18372,4531,19k,05k,166,914,Noun
trotting,trot,18373,4651,19k,05k,166,869,Verb
conclusively,conclusive,18374,4668,19k,05k,166,861,Adv
sprinkling,sprinkle,18375,4770,19k,05k,166,822,Noun
cramp,cramp,18376,5040,19k,06k,166,725,Noun
perpetually,perpetual,18377,5272,19k,06k,166,660,Adv
wrinkles,wrinkle,18378,5322,19k,06k,166,647,Noun
ramps,ramp,18379,5486,19k,06k,166,604,Noun
dominions,dominion,18381,6523,19k,07k,166,412,Noun
contraceptives,contraceptive,18382,6552,19k,07k,166,409,Noun
